Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
TUK00082,2017-02-08,UK,P005,Watch,Fashion,1409.28,7.0,6905.47,41.18,Cash,36-45,Female,Cape Town,Robert Brown
TUK00083,2020-10-11,UK,P002,Phone,Electronics,1267.06,5.0,4434.71,30.59,Mobile Money,46-55,Female,Cape Town,Emily Davis
TUK00084,2016-12-28,UK,P006,Bag,Fashion,88.88,5.0,311.08,5.08,Mobile Money,18-25,Female,Cape Town,Jane Smith
TUK00085,2018-10-04,UK,P006,Bag,Fashion,725.95,5.0,2540.82,20.21,Credit Card,26-35,Male,Durban,Robert Brown
TUK00086,2019-07-11,UK,P002,Phone,Electronics,1230.56,1.0,861.39,23.84,Credit Card,46-55,Male,Nairobi,Jane Smith
TUK00087,,UK,P003,TV,Electronics,1681.53,1.0,1177.07,35.16,Credit Card,18-25,Female,Mombasa,Jane Smith
TUK00088,2017-06-12,UK,P003,TV,Electronics,1239.18,2.0,1734.85,41.5,Bank Transfer,26-35,Male,Nairobi,John Doe
TUK00089,2015-07-02,UK,P004,Shoes,Fashion,380.25,8.0,2129.4,41.22,Bank Transfer,36-45,Female,Nairobi,Robert Brown
TUK00090,2015-10-11,UK,P005,Watch,Fashion,1558.41,4.0,4363.55,37.77,Bank Transfer,26-35,Male,Nairobi,Emily Davis
TUK00091,2023-07-04,UK,P004,Shoes,Fashion,1321.44,3.0,,44.93,Credit Card,18-25,Male,Durban,Robert Brown
TUK00092,2018-09-28,UK,P004,Shoes,Fashion,1598.89,10.0,11192.23,8.41,Bank Transfer,36-45,Female,Mombasa,Jane Smith
TUK00093,2020-04-01,UK,P005,Watch,Fashion,768.09,10.0,5376.63,7.07,Mobile Money,36-45,Female,Nairobi,John Doe
TUK00094,2019-12-24,UK,P006,Bag,Fashion,953.33,2.0,1334.66,9.1,Credit Card,36-45,Female,Durban,Robert Brown
TUK00095,,UK,P004,Shoes,Fashion,887.58,9.0,5591.75,15.78,Bank Transfer,36-45,Male,Mombasa,John Doe
TUK00096,2018-10-01,UK,P005,Watch,Fashion,20.56,9.0,129.53,36.42,Cash,18-25,Female,Johannesburg,John Doe
TUK00097,2015-03-28,UK,P004,Shoes,Fashion,1454.24,8.0,8143.74,46.1,Mobile Money,18-25,Male,,John Doe
TUK00098,2019-05-04,UK,P002,Phone,Electronics,1205.85,9.0,7596.85,26.62,Credit Card,46-55,Female,Nairobi,John Doe
TUK00099,2016-10-24,UK,P004,Shoes,Fashion,1152.17,10.0,8065.19,23.47,Mobile Money,36-45,Male,Nairobi,John Doe
TUK00100,2019-10-17,UK,P002,Phone,Electronics,1729.29,8.0,9684.02,42.57,Bank Transfer,56+,Male,Cape Town,Jane Smith
TUK00101,2018-04-29,UK,P002,Phone,Electronics,1822.53,7.0,8930.4,14.17,Mobile Money,56+,Male,Mombasa,John Doe
TUK00102,2017-08-25,UK,P001,Laptop,Electronics,1825.95,1.0,1278.16,32.91,Cash,26-35,Male,Nairobi,Jane Smith
TUK00103,2019-10-06,UK,P001,Laptop,Electronics,1863.03,8.0,10432.97,27.91,Credit Card,26-35,Male,Johannesburg,Emily Davis
TUK00104,2021-04-16,UK,P004,Shoes,Fashion,817.78,10.0,5724.46,17.64,Bank Transfer,46-55,Female,Nairobi,Robert Brown
TUK00105,2023-04-13,UK,P003,TV,Electronics,1937.49,6.0,8137.46,36.16,Cash,36-45,Male,Nairobi,Jane Smith
TUK00106,2018-01-24,UK,P004,Shoes,Fashion,221.0,8.0,1237.6,32.71,Mobile Money,56+,Female,Cape Town,Jane Smith
TUK00107,2022-05-29,UK,P001,Laptop,Electronics,1258.76,10.0,8811.32,47.77,Cash,36-45,Female,Cape Town,John Doe
TUK00108,2018-12-27,UK,P001,Laptop,Electronics,1749.6,2.0,2449.44,3.43,Mobile Money,18-25,Male,Mombasa,Jane Smith
TUK00109,2016-06-11,UK,P006,Bag,Fashion,1651.39,2.0,2311.95,5.33,Mobile Money,56+,Male,Mombasa,Emily Davis
TUK00110,2020-10-08,UK,P005,Watch,Fashion,1667.93,10.0,11675.51,47.75,Bank Transfer,46-55,Female,Mombasa,Robert Brown
TUK00111,2023-04-22,UK,P002,Phone,Electronics,1102.51,10.0,7717.57,49.39,Credit Card,36-45,Female,Durban,Emily Davis
TUK00112,2017-02-11,UK,P005,Watch,Fashion,1354.07,6.0,5687.09,28.96,Mobile Money,26-35,Male,Mombasa,Emily Davis
TUK00113,2024-05-22,UK,P006,Bag,Fashion,1694.48,6.0,7116.82,4.37,Credit Card,46-55,Male,Mombasa,Emily Davis
TUK00114,2022-12-23,UK,P001,,Electronics,1614.66,6.0,6781.57,4.19,Credit Card,36-45,Male,Nairobi,John Doe
TUK00115,2017-08-02,UK,P001,Laptop,Electronics,609.61,8.0,3413.82,46.91,Cash,18-25,Male,Durban,Emily Davis
TUK00116,2017-01-11,UK,P002,Phone,Electronics,161.54,1.0,113.08,4.0,Mobile Money,46-55,Female,Durban,Jane Smith
TUK00117,2023-09-20,UK,P003,TV,Electronics,196.59,6.0,825.68,0.97,Cash,36-45,Male,Nairobi,Jane Smith
TUK00118,2022-05-27,UK,P003,TV,Electronics,1111.7,9.0,7003.71,0.75,Bank Transfer,56+,Male,Nairobi,Jane Smith
TUK00119,2015-08-04,UK,P001,Laptop,Electronics,711.35,9.0,4481.51,42.3,Cash,36-45,Male,Durban,Jane Smith
TUK00120,2016-07-24,UK,P006,Bag,Fashion,1203.08,4.0,3368.62,40.63,Credit Card,18-25,Male,Durban,Jane Smith
TUK00121,2016-03-05,UK,P005,Watch,Fashion,1214.86,9.0,7653.62,43.99,Mobile Money,26-35,Female,Nairobi,Jane Smith
TUK00122,2018-09-30,UK,P003,TV,Electronics,1022.6,8.0,5726.56,8.83,Cash,26-35,Male,Nairobi,Jane Smith
TUK00123,2023-02-16,UK,P005,Watch,Fashion,1575.74,3.0,3309.05,10.14,Mobile Money,26-35,Male,Mombasa,Robert Brown
TUK00124,2015-11-29,UK,P001,Laptop,Electronics,679.46,8.0,3804.98,39.67,Cash,36-45,Male,Nairobi,Jane Smith
TUK00125,2017-05-28,UK,P001,Laptop,Electronics,175.86,8.0,984.82,26.46,Credit Card,46-55,Male,Durban,Robert Brown
TUK00126,2017-08-25,UK,P005,Watch,Fashion,982.45,9.0,6189.44,20.04,Cash,56+,Male,Mombasa,Robert Brown
TUK00127,2018-10-04,UK,P001,Laptop,Electronics,561.01,5.0,1963.54,9.25,Mobile Money,36-45,Male,Durban,Jane Smith
TUK00128,,UK,P005,Watch,Fashion,481.91,1.0,337.34,42.05,,36-45,Male,Cape Town,Emily Davis
TUK00129,2016-12-17,UK,P002,Phone,Electronics,1305.52,7.0,6397.05,35.35,Bank Transfer,56+,Female,Durban,John Doe
TUK00130,2018-01-16,UK,P005,Watch,Fashion,386.94,4.0,1083.43,22.17,Cash,26-35,Female,Nairobi,John Doe
TUK00131,2016-12-12,UK,P006,Bag,Fashion,870.98,2.0,1219.37,40.7,Bank Transfer,36-45,Male,Nairobi,Jane Smith
TUK00132,2015-01-14,UK,P004,Shoes,Fashion,1796.14,6.0,7543.79,48.1,Credit Card,56+,Male,Johannesburg,Jane Smith
TUK00133,2015-05-08,UK,P003,TV,Electronics,107.46,10.0,752.22,,Credit Card,26-35,Male,Durban,Jane Smith
TUK00134,2018-01-10,UK,P002,Phone,Electronics,919.12,5.0,3216.92,37.72,Credit Card,56+,Female,Nairobi,Emily Davis
TUK00135,2023-10-30,UK,P003,TV,Electronics,1133.11,4.0,3172.71,,Mobile Money,26-35,Male,Durban,Robert Brown
TUK00136,2017-06-03,UK,P005,Watch,Fashion,26.33,10.0,184.31,38.2,Credit Card,36-45,Male,,John Doe
TUK00137,2020-03-03,UK,P002,Phone,Electronics,1553.78,3.0,3262.94,27.7,Bank Transfer,18-25,Female,Cape Town,John Doe
TUK00138,2017-06-04,UK,P006,Bag,Fashion,380.81,10.0,2665.67,45.24,Bank Transfer,26-35,Male,Durban,Jane Smith
TUK00139,2015-06-21,UK,P002,Phone,Electronics,545.36,4.0,1527.01,45.1,Credit Card,18-25,Female,Mombasa,John Doe
TUK00140,2017-08-19,UK,P003,TV,Electronics,1899.59,9.0,11967.42,11.37,Credit Card,26-35,Female,Durban,Robert Brown
TUK00141,2016-10-10,UK,,Laptop,Electronics,586.52,8.0,3284.51,16.68,Mobile Money,26-35,Male,Cape Town,John Doe
TUK00142,2024-03-08,UK,P006,Bag,Fashion,931.4,9.0,5867.82,32.98,Credit Card,46-55,Male,Cape Town,John Doe
TUK00143,2023-11-05,UK,P004,Shoes,Fashion,1206.15,7.0,5910.14,0.06,Cash,18-25,Male,Cape Town,Emily Davis
TUK00144,2024-04-03,UK,P003,TV,Electronics,1432.22,2.0,2005.11,39.47,Cash,26-35,Male,Cape Town,Jane Smith
TUK00145,2015-01-31,UK,P005,Watch,Fashion,1176.98,10.0,8238.86,3.49,Bank Transfer,36-45,Female,Mombasa,Emily Davis
TUK00146,2023-01-04,UK,P005,Watch,Fashion,1944.82,3.0,4084.12,40.82,Credit Card,56+,Male,Cape Town,John Doe
TUK00147,2017-10-31,UK,P006,Bag,Fashion,577.27,4.0,1616.36,49.32,Cash,56+,Male,Cape Town,Emily Davis
TUK00148,2018-10-25,UK,P004,Shoes,Fashion,297.97,4.0,834.32,14.15,Mobile Money,18-25,Female,Cape Town,Jane Smith
TUK00149,2021-07-11,UK,P005,Watch,Fashion,1777.55,2.0,2488.57,33.75,Cash,36-45,Male,Nairobi,Jane Smith
TUK00150,2017-08-25,UK,P001,Laptop,Electronics,361.49,2.0,506.09,0.93,Cash,46-55,Female,Cape Town,Jane Smith
TUK00151,2016-12-28,UK,P002,Phone,Electronics,582.08,8.0,3259.65,37.17,Bank Transfer,26-35,Male,Durban,Emily Davis
TUK00152,2016-10-03,UK,P003,TV,Electronics,516.08,1.0,361.26,40.4,Cash,26-35,Female,Johannesburg,Emily Davis
TUK00153,2016-11-25,UK,P006,Bag,Fashion,1091.93,6.0,4586.11,19.93,Bank Transfer,56+,Male,Johannesburg,John Doe
TUK00154,2016-03-31,UK,P002,Phone,Electronics,646.92,10.0,4528.44,40.71,Cash,46-55,Female,Cape Town,Emily Davis
TUK00155,2023-06-13,UK,P002,Phone,Electronics,898.9,6.0,3775.38,39.12,Cash,56+,Male,Johannesburg,Emily Davis
TUK00156,2023-01-24,UK,P004,Shoes,Fashion,682.78,10.0,4779.46,29.63,Bank Transfer,56+,Male,Nairobi,Jane Smith
TUK00157,2022-07-28,UK,P005,Watch,Fashion,1799.23,6.0,7556.77,48.57,Bank Transfer,56+,Female,Mombasa,Emily Davis
TUK00158,2019-10-26,UK,P002,Phone,,321.26,10.0,2248.82,39.58,Credit Card,18-25,Female,Mombasa,John Doe
TUK00159,,UK,P003,TV,Electronics,1058.75,6.0,4446.75,31.06,Credit Card,36-45,Female,Mombasa,John Doe
TUK00160,2021-04-19,UK,P004,Shoes,Fashion,364.16,8.0,2039.3,12.48,Cash,26-35,Male,Cape Town,Emily Davis
TUK00161,2017-12-14,UK,P005,Watch,Fashion,1374.86,3.0,2887.21,2.62,Cash,18-25,Male,Mombasa,Robert Brown
TUK00162,2024-03-30,UK,P005,Watch,Fashion,132.82,6.0,557.84,38.47,Mobile Money,26-35,Female,Johannesburg,Emily Davis
TUK00163,2020-08-26,UK,P003,TV,Electronics,913.75,6.0,3837.75,39.98,Credit Card,46-55,Female,Mombasa,Jane Smith
TUK00164,2019-09-25,UK,P003,TV,Electronics,60.81,8.0,340.54,18.08,Cash,36-45,Female,Mombasa,Jane Smith
TUK00165,2019-09-30,UK,P006,Bag,Fashion,1935.84,1.0,1355.09,30.07,Cash,46-55,Female,Mombasa,Jane Smith
TUK00166,2024-06-25,UK,P002,Phone,Electronics,1310.44,6.0,5503.85,3.66,Bank Transfer,46-55,Male,Nairobi,Emily Davis
TUK00167,2023-07-07,UK,P005,Watch,Fashion,705.48,3.0,1481.51,38.57,Bank Transfer,26-35,Male,Johannesburg,Emily Davis
TUK00168,2017-06-24,UK,P002,Phone,Electronics,1472.5,3.0,3092.25,27.17,Bank Transfer,56+,Male,Cape Town,Jane Smith
TUK00169,2015-10-28,UK,P001,Laptop,Electronics,1171.76,7.0,5741.62,5.2,Bank Transfer,26-35,Male,Cape Town,John Doe
TUK00170,2019-03-02,UK,P001,Laptop,Electronics,34.3,5.0,120.05,45.88,Credit Card,26-35,Female,Johannesburg,Robert Brown
TUK00171,2022-10-03,UK,P004,Shoes,Fashion,1015.98,4.0,2844.74,41.73,Bank Transfer,26-35,Male,Johannesburg,Robert Brown
TUK00172,2017-06-07,UK,P005,Watch,Fashion,243.09,7.0,1191.14,48.51,Bank Transfer,56+,Female,Nairobi,John Doe
TUK00173,2018-12-19,UK,P004,Shoes,Fashion,427.56,10.0,2992.92,42.25,Credit Card,26-35,Male,Mombasa,
TUK00174,2018-07-30,UK,P005,Watch,Fashion,252.49,7.0,1237.2,4.41,Credit Card,56+,Male,Durban,Jane Smith
TUK00175,2023-04-08,UK,P003,TV,Electronics,389.92,7.0,1910.61,45.86,Cash,26-35,Female,Johannesburg,John Doe
TUK00176,2019-08-29,UK,P005,Watch,Fashion,1448.3,9.0,9124.29,18.45,Credit Card,18-25,Female,Johannesburg,Emily Davis
TUK00177,2016-02-12,UK,P005,Watch,Fashion,1739.38,8.0,9740.53,4.36,Cash,18-25,Male,Johannesburg,Jane Smith
TUK00178,2022-05-27,UK,P006,Bag,Fashion,330.68,3.0,694.43,3.29,Credit Card,36-45,Female,Mombasa,Emily Davis
TUK00179,2021-10-08,UK,P005,Watch,Fashion,1554.25,8.0,8703.8,10.0,Mobile Money,26-35,Female,Mombasa,Emily Davis
TUK00180,2019-01-26,UK,P003,TV,Electronics,731.22,3.0,1535.56,26.54,Mobile Money,46-55,Male,Nairobi,Emily Davis
TUK00181,2019-02-22,UK,P003,TV,Electronics,804.14,6.0,3377.39,44.96,Bank Transfer,26-35,Female,Nairobi,John Doe
TUK00182,2015-03-09,UK,P004,Shoes,Fashion,946.06,2.0,1324.48,3.72,Mobile Money,18-25,Male,Johannesburg,Emily Davis
TUK00183,2024-03-06,UK,P003,TV,Electronics,1579.96,6.0,6635.83,13.49,Bank Transfer,26-35,Female,Johannesburg,Jane Smith
TUK00184,2015-01-30,UK,P006,Bag,Fashion,280.29,2.0,392.41,26.64,Cash,26-35,Female,Durban,Robert Brown
TUK00185,2023-04-26,UK,P003,TV,Electronics,1264.7,7.0,6197.03,17.23,Mobile Money,36-45,Male,Durban,Emily Davis
TUK00186,2021-03-15,UK,P001,Laptop,Electronics,582.92,6.0,2448.26,36.89,Mobile Money,26-35,Male,Nairobi,John Doe
TUK00187,2015-05-22,UK,P003,TV,Electronics,1781.77,2.0,2494.48,6.0,Credit Card,26-35,Male,Johannesburg,Emily Davis
TUK00188,2019-09-17,UK,P005,Watch,Fashion,308.74,4.0,864.47,34.04,Cash,56+,Female,Nairobi,Emily Davis
TUK00189,2018-11-10,UK,P003,TV,Electronics,1418.33,2.0,1985.66,6.99,Credit Card,46-55,Female,Cape Town,Robert Brown
TUK00190,2021-09-19,UK,P002,Phone,Electronics,1243.97,1.0,870.78,10.67,Credit Card,46-55,Male,Nairobi,Jane Smith
TUK00191,2024-09-27,UK,P004,Shoes,Fashion,1716.38,10.0,12014.66,32.3,Bank Transfer,56+,Female,Nairobi,Emily Davis
TUK00192,2018-02-16,UK,P005,Watch,Fashion,1171.77,7.0,5741.67,39.17,Cash,26-35,Male,Nairobi,Jane Smith
TUK00193,2022-02-22,UK,P001,Laptop,Electronics,1286.99,4.0,3603.57,18.48,Credit Card,18-25,Female,Nairobi,Jane Smith
TUK00194,2023-03-29,UK,P006,Bag,Fashion,149.44,6.0,627.65,14.42,Bank Transfer,26-35,Female,Nairobi,Emily Davis
TUK00195,2015-12-21,UK,P001,Laptop,Electronics,18.67,9.0,117.62,4.59,Cash,18-25,Female,Johannesburg,Jane Smith
