Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
TKE00059,2016-08-17,Kenya,P004,Shoes,Fashion,1841.01,,10309.66,29.1,Cash,36-45,Female,Durban,Emily Davis
TKE00060,2017-04-18,Kenya,P004,Shoes,Fashion,1894.14,2.0,2651.8,25.09,Bank Transfer,56+,Male,Johannesburg,Emily Davis
TKE00061,2021-06-16,Kenya,P003,TV,Electronics,534.44,9.0,3366.97,22.82,Credit Card,18-25,Female,Johannesburg,Robert Brown
TKE00062,2021-02-24,Kenya,P005,Watch,Fashion,1416.32,5.0,4957.12,46.12,Credit Card,46-55,Female,Nairobi,Robert Brown
TKE00063,2020-07-12,Kenya,P003,TV,Electronics,1928.11,9.0,12147.09,24.29,Credit Card,46-55,Male,Mombasa,Emily Davis
TKE00064,2020-06-11,Kenya,P004,Shoes,Fashion,621.07,7.0,3043.24,14.18,Mobile Money,18-25,Male,Cape Town,John Doe
TKE00065,2023-09-06,Kenya,P004,Shoes,Fashion,1045.82,,3660.37,16.78,Mobile Money,18-25,Female,Mombasa,Emily Davis
TKE00066,2020-06-05,Kenya,P001,Laptop,Electronics,1963.81,2.0,2749.33,0.2,Cash,26-35,Male,Durban,Jane Smith
TKE00067,2017-02-23,Kenya,P003,TV,Electronics,336.7,5.0,1178.45,45.86,Bank Transfer,56+,Male,Cape Town,Robert Brown
TKE00068,2016-06-06,Kenya,P001,Laptop,Electronics,144.4,8.0,808.64,13.94,Mobile Money,56+,Female,Nairobi,John Doe
TKE00069,2017-01-13,Kenya,P003,TV,Electronics,1514.91,5.0,5302.18,26.27,Cash,46-55,Male,Mombasa,Jane Smith
TKE00070,2022-08-14,Kenya,P004,Shoes,Fashion,1779.33,4.0,4982.12,41.13,Credit Card,36-45,Female,Nairobi,
TKE00071,2018-11-16,Kenya,P002,Phone,Electronics,210.03,10.0,1470.21,42.06,Cash,56+,Female,Johannesburg,Emily Davis
TKE00072,2015-05-09,Kenya,P003,TV,Electronics,690.75,2.0,967.05,22.59,Credit Card,26-35,Male,Mombasa,Jane Smith
TKE00073,,Kenya,P003,TV,Electronics,,2.0,867.78,0.57,Mobile Money,46-55,Female,Durban,Jane Smith
TKE00074,2020-12-30,Kenya,P006,Bag,Fashion,1227.47,9.0,7733.06,37.25,Bank Transfer,56+,Female,Cape Town,Jane Smith
TKE00075,2020-01-22,Kenya,P001,Laptop,Electronics,160.27,7.0,785.32,30.5,Cash,46-55,Male,Mombasa,Jane Smith
TKE00076,2017-04-01,Kenya,P006,Bag,Fashion,1584.88,3.0,3328.25,32.68,Mobile Money,46-55,Male,Johannesburg,John Doe
TKE00077,2022-08-24,Kenya,P005,Watch,Fashion,1210.79,2.0,1695.11,11.21,Bank Transfer,56+,Female,Mombasa,Emily Davis
TKE00078,2021-02-22,Kenya,P005,Watch,Fashion,76.85,5.0,268.97,38.08,Mobile Money,46-55,Female,Johannesburg,Emily Davis
TKE00079,2015-05-11,Kenya,P001,Laptop,Electronics,128.05,8.0,717.08,20.06,Mobile Money,56+,Male,Johannesburg,John Doe
TKE00080,2015-06-09,Kenya,P001,Laptop,Electronics,868.58,9.0,5472.05,11.35,Mobile Money,18-25,Male,Johannesburg,Robert Brown
TKE00081,2021-05-21,Kenya,P003,TV,Electronics,1425.9,9.0,8983.17,10.39,Credit Card,18-25,Male,Johannesburg,Robert Brown
TKE00082,2023-12-05,Kenya,P001,Laptop,Electronics,1990.08,8.0,11144.45,38.85,Cash,26-35,Female,Cape Town,Emily Davis
TKE00083,2022-04-05,Kenya,P004,Shoes,Fashion,1387.42,2.0,1942.39,3.81,Cash,26-35,Female,Johannesburg,Robert Brown
TKE00084,2023-03-07,Kenya,P003,TV,Electronics,1405.63,2.0,1967.88,2.3,Cash,46-55,Female,Cape Town,Robert Brown
TKE00085,2017-01-27,,P002,Phone,Electronics,1455.55,5.0,5094.42,5.44,Bank Transfer,18-25,Male,Nairobi,John Doe
TKE00086,2019-07-27,Kenya,P001,Laptop,Electronics,1040.4,8.0,5826.24,2.02,Cash,46-55,Female,Johannesburg,Robert Brown
TKE00087,2024-08-18,Kenya,P006,Bag,Fashion,109.51,3.0,229.97,19.91,Bank Transfer,18-25,,Durban,Emily Davis
TKE00088,2022-06-20,Kenya,P002,Phone,Electronics,1160.4,1.0,812.28,21.13,Mobile Money,46-55,Male,Johannesburg,Emily Davis
TKE00089,2021-04-05,Kenya,P001,Laptop,Electronics,74.48,4.0,208.54,34.32,Bank Transfer,26-35,Male,Nairobi,Emily Davis
TKE00090,2015-08-22,Kenya,P001,Laptop,Electronics,1423.14,2.0,1992.4,9.5,Mobile Money,46-55,Female,Durban,Jane Smith
TKE00091,2018-08-13,Kenya,P004,Shoes,Fashion,138.71,7.0,679.68,22.6,Bank Transfer,26-35,Female,Nairobi,Emily Davis
TKE00092,2016-12-04,Kenya,P001,Laptop,,1694.45,9.0,10675.03,29.24,Mobile Money,56+,Female,Mombasa,Emily Davis
TKE00093,2024-04-03,Kenya,P002,Phone,Electronics,750.57,3.0,1576.2,8.06,Cash,46-55,Female,Cape Town,Jane Smith
TKE00094,2015-05-07,Kenya,P002,Phone,Electronics,649.73,6.0,2728.87,6.94,Cash,46-55,Female,Nairobi,Emily Davis
TKE00095,2018-12-23,Kenya,P005,Watch,Fashion,1848.7,7.0,9058.63,38.93,Credit Card,56+,Female,Nairobi,Jane Smith
TKE00096,2020-06-08,Kenya,P004,Shoes,Fashion,707.9,5.0,2477.65,49.95,Credit Card,36-45,Male,Cape Town,Emily Davis
TKE00097,2018-02-03,Kenya,P004,Shoes,Fashion,85.17,1.0,,49.0,Cash,46-55,Male,Mombasa,Emily Davis
TKE00098,2021-06-18,Kenya,P004,Shoes,Fashion,1244.86,8.0,6971.22,30.08,Mobile Money,46-55,Female,Cape Town,Jane Smith
TKE00099,2020-11-16,Kenya,P004,Shoes,Fashion,1344.18,7.0,6586.48,19.83,Bank Transfer,36-45,Male,Nairobi,
TKE00100,2024-10-08,Kenya,P001,Laptop,Electronics,683.71,2.0,957.19,15.31,Mobile Money,18-25,Female,Durban,Robert Brown
TKE00101,2023-08-07,Kenya,P002,Phone,Electronics,1178.96,7.0,5776.9,3.67,Mobile Money,26-35,Male,Nairobi,John Doe
TKE00102,2015-04-24,Kenya,P003,TV,Electronics,1748.5,2.0,2447.9,15.06,Credit Card,18-25,Male,Nairobi,Emily Davis
TKE00103,2020-01-25,Kenya,P005,Watch,Fashion,405.39,8.0,2270.18,2.1,Cash,18-25,Female,Cape Town,Robert Brown
TKE00104,2020-12-20,Kenya,P001,Laptop,Electronics,536.25,2.0,750.75,28.38,Cash,26-35,Female,Johannesburg,Robert Brown
TKE00105,2024-03-24,Kenya,P005,Watch,Fashion,433.89,2.0,607.45,18.24,Credit Card,56+,Male,Johannesburg,John Doe
TKE00106,2022-10-12,Kenya,P004,Shoes,Fashion,1470.81,1.0,1029.57,35.49,Bank Transfer,56+,Female,Durban,Emily Davis
TKE00107,2021-06-15,Kenya,P004,Shoes,Fashion,1603.47,9.0,10101.86,45.68,Mobile Money,26-35,Female,Cape Town,John Doe
TKE00108,2015-12-28,Kenya,P004,Shoes,Fashion,215.39,4.0,603.09,9.15,Credit Card,26-35,Female,Nairobi,Jane Smith
TKE00109,2016-03-03,Kenya,P001,Laptop,Electronics,1697.34,8.0,9505.1,32.34,Credit Card,26-35,Female,Cape Town,John Doe
TKE00110,,Kenya,P003,TV,Electronics,249.82,9.0,1573.87,7.63,Mobile Money,26-35,Female,Cape Town,John Doe
TKE00111,2021-11-27,Kenya,P002,Phone,Electronics,438.91,8.0,2457.9,41.37,Mobile Money,18-25,Female,Mombasa,Emily Davis
TKE00112,2023-03-01,Kenya,P006,Bag,Fashion,1084.22,4.0,3035.82,6.62,Bank Transfer,18-25,Male,Cape Town,Emily Davis
TKE00113,2023-07-18,Kenya,P005,Watch,Fashion,633.2,2.0,886.48,30.34,Cash,46-55,Female,Cape Town,Robert Brown
TKE00114,2015-01-06,Kenya,P005,Watch,Fashion,1013.96,7.0,4968.4,23.32,Cash,26-35,Female,Durban,John Doe
TKE00115,2018-05-30,Kenya,P004,Shoes,Fashion,986.01,2.0,1380.41,9.56,Mobile Money,36-45,Female,Cape Town,Robert Brown
TKE00116,2022-04-28,Kenya,P003,TV,Electronics,1367.83,6.0,5744.89,36.45,Credit Card,18-25,Female,Nairobi,Robert Brown
TKE00117,2020-05-20,Kenya,P005,Watch,Fashion,823.33,10.0,5763.31,31.19,Credit Card,36-45,Male,Nairobi,Jane Smith
TKE00118,2018-06-23,Kenya,P003,TV,Electronics,1350.56,10.0,9453.92,49.58,Bank Transfer,36-45,Female,Johannesburg,Emily Davis
TKE00119,2023-12-21,Kenya,P004,Shoes,Fashion,1022.25,10.0,7155.75,15.23,Mobile Money,36-45,Female,Nairobi,Jane Smith
TKE00120,2018-01-19,Kenya,P006,Bag,Fashion,740.36,2.0,1036.5,41.45,Credit Card,46-55,Female,Durban,Robert Brown
TKE00121,2016-01-01,Kenya,P005,Watch,Fashion,1128.7,5.0,3950.45,3.53,Cash,56+,Male,Cape Town,John Doe
TKE00122,2017-12-03,Kenya,P001,Laptop,Electronics,604.49,7.0,2962.0,10.28,Credit Card,26-35,Female,Johannesburg,Emily Davis
TKE00123,2020-08-30,Kenya,P002,Phone,Electronics,1010.74,4.0,2830.07,14.31,Cash,36-45,Female,,John Doe
TKE00124,2019-08-13,Kenya,P003,TV,Electronics,617.43,5.0,2161.0,16.63,Credit Card,26-35,Male,Durban,Jane Smith
TKE00125,2016-02-25,Kenya,P004,Shoes,Fashion,1096.26,2.0,1534.76,46.24,Bank Transfer,36-45,Female,Nairobi,John Doe
TKE00126,2021-02-14,Kenya,P004,Shoes,Fashion,588.3,2.0,823.62,9.55,Credit Card,18-25,,Mombasa,Emily Davis
TKE00127,2016-05-15,Kenya,P002,Phone,Electronics,1237.76,8.0,6931.46,,Credit Card,18-25,Female,Durban,Robert Brown
TKE00128,2023-04-23,Kenya,P001,Laptop,Electronics,103.3,2.0,144.62,36.13,Bank Transfer,26-35,Female,Mombasa,John Doe
TKE00129,2021-06-11,Kenya,P003,TV,Electronics,1081.77,10.0,7572.39,38.97,Credit Card,26-35,Male,Mombasa,Jane Smith
TKE00130,2016-06-19,Kenya,P006,Bag,Fashion,1187.02,7.0,5816.4,1.25,Mobile Money,46-55,Male,Nairobi,Emily Davis
TKE00131,2017-11-17,Kenya,P002,Phone,Electronics,706.31,9.0,4449.75,32.84,Bank Transfer,46-55,Female,Mombasa,Emily Davis
TKE00132,2018-11-06,Kenya,P004,Shoes,Fashion,89.3,8.0,500.08,40.8,Credit Card,56+,Female,Johannesburg,John Doe
TKE00133,2023-01-22,Kenya,P003,TV,Electronics,149.64,8.0,837.98,6.43,Mobile Money,36-45,Male,Mombasa,Robert Brown
TKE00134,2024-07-23,Kenya,P002,Phone,Electronics,394.14,9.0,2483.08,37.93,Credit Card,46-55,Male,Cape Town,John Doe
TKE00135,2020-07-05,Kenya,P005,Watch,Fashion,245.0,10.0,1715.0,15.01,Credit Card,46-55,Male,Durban,John Doe
TKE00136,2016-09-18,,P006,Bag,Fashion,941.82,1.0,659.27,8.36,Mobile Money,36-45,Female,Mombasa,Jane Smith
TKE00137,2017-02-06,Kenya,P006,Bag,Fashion,1822.32,8.0,10204.99,5.92,Credit Card,56+,Female,Cape Town,Robert Brown
TKE00138,2018-02-21,Kenya,P006,Bag,Fashion,1681.82,2.0,2354.55,25.54,Mobile Money,26-35,Female,Durban,Jane Smith
TKE00139,2021-06-10,Kenya,,Phone,Electronics,881.43,9.0,5553.01,15.16,Mobile Money,56+,Female,Nairobi,Emily Davis
TKE00140,2020-05-06,Kenya,P004,Shoes,Fashion,500.38,10.0,3502.66,33.05,Bank Transfer,26-35,Male,Durban,Robert Brown
TKE00141,2018-10-12,Kenya,P005,Watch,Fashion,780.86,10.0,5466.02,33.92,Bank Transfer,56+,Female,Cape Town,Emily Davis
TKE00142,2016-03-22,Kenya,P002,Phone,Electronics,746.04,10.0,5222.28,49.51,Bank Transfer,56+,Female,Durban,Robert Brown
TKE00143,2018-07-21,Kenya,P003,TV,Electronics,1047.53,8.0,5866.17,29.79,Mobile Money,36-45,Male,Mombasa,Robert Brown
TKE00144,2015-05-12,Kenya,P001,Laptop,Electronics,1864.93,2.0,2610.9,22.73,Credit Card,56+,Female,Nairobi,Emily Davis
TKE00145,2015-05-19,Kenya,P005,Watch,Fashion,333.47,2.0,466.86,19.18,Cash,46-55,Male,Johannesburg,Emily Davis
TKE00146,2022-07-09,,P005,Watch,Fashion,188.1,10.0,1316.7,15.59,Mobile Money,46-55,Male,Johannesburg,Jane Smith
TKE00147,2023-08-10,Kenya,P004,Shoes,Fashion,1948.39,8.0,10910.98,49.51,Bank Transfer,18-25,Female,Johannesburg,Jane Smith
TKE00148,2018-05-14,Kenya,P006,Bag,Fashion,1366.38,10.0,9564.66,36.42,Cash,46-55,Male,Johannesburg,Emily Davis
TKE00149,,Kenya,P005,Watch,Fashion,650.92,5.0,2278.22,43.49,Cash,26-35,Female,Nairobi,Jane Smith
TKE00150,2016-02-05,Kenya,P003,TV,Electronics,1903.21,1.0,1332.25,15.4,Credit Card,46-55,Female,Durban,Jane Smith
TKE00151,2018-02-28,Kenya,P006,Bag,Fashion,1589.24,10.0,11124.68,46.78,Bank Transfer,18-25,Female,Cape Town,Emily Davis
TKE00152,2016-03-20,Kenya,P003,TV,Electronics,856.7,4.0,2398.76,3.74,Mobile Money,18-25,Female,Nairobi,John Doe
TKE00153,2015-03-28,Kenya,,Watch,Fashion,1959.43,6.0,8229.61,,Credit Card,56+,Female,Nairobi,Emily Davis
TKE00154,2020-02-22,Kenya,P006,Bag,Fashion,1617.16,6.0,6792.07,36.76,Bank Transfer,46-55,Female,Nairobi,Jane Smith
TKE00155,2016-09-01,Kenya,P003,TV,Electronics,1304.06,4.0,3651.37,1.59,Mobile Money,46-55,Female,Johannesburg,John Doe
TKE00156,2022-08-09,Kenya,P002,Phone,Electronics,1513.89,3.0,3179.17,49.69,Bank Transfer,,Male,Mombasa,Robert Brown
TKE00157,2022-09-06,Kenya,P003,TV,Electronics,1665.74,8.0,9328.14,14.03,Credit Card,46-55,Female,Nairobi,Robert Brown
TKE00158,2022-04-24,Kenya,P002,Phone,Electronics,202.2,7.0,990.78,12.94,Cash,18-25,Female,Durban,Jane Smith
TKE00159,2016-07-01,Kenya,P005,Watch,Fashion,590.57,10.0,4133.99,44.87,Cash,18-25,Female,Cape Town,Emily Davis
TKE00160,2019-04-04,Kenya,P005,Watch,Fashion,1000.71,10.0,7004.97,34.17,Bank Transfer,26-35,Male,Cape Town,Emily Davis
TKE00161,2021-12-01,Kenya,P001,Laptop,Electronics,1189.39,8.0,6660.58,9.01,Mobile Money,18-25,Male,Mombasa,Robert Brown
TKE00162,2020-08-18,Kenya,P005,Watch,Fashion,1984.58,5.0,6946.03,10.08,Cash,36-45,Male,Durban,John Doe
TKE00163,2016-02-07,Kenya,P005,Watch,Fashion,1421.39,5.0,4974.86,23.42,Mobile Money,46-55,Male,Nairobi,Jane Smith
TKE00164,2019-11-09,Kenya,P002,Phone,Electronics,757.17,6.0,3180.11,45.78,Credit Card,56+,Male,Nairobi,Emily Davis
TKE00165,2015-07-15,Kenya,P003,TV,Electronics,1542.96,9.0,9720.65,46.46,Mobile Money,56+,Male,Cape Town,John Doe
TKE00166,2024-10-23,Kenya,P001,Laptop,Electronics,1383.16,1.0,968.21,18.89,Cash,56+,Male,Durban,Emily Davis
TKE00167,2021-03-31,Kenya,P005,,Fashion,1384.72,2.0,1938.61,26.11,Credit Card,46-55,,Durban,Emily Davis
TKE00168,2023-04-21,Kenya,P003,TV,Electronics,1263.92,7.0,6193.21,33.56,Cash,56+,Male,Cape Town,Robert Brown
TKE00169,2016-09-12,Kenya,P003,TV,Electronics,1697.78,5.0,5942.23,6.4,Mobile Money,46-55,Male,Johannesburg,Emily Davis
TKE00170,2023-02-14,Kenya,P005,Watch,Fashion,1577.09,8.0,8831.7,37.23,,26-35,Male,Durban,Robert Brown
TKE00171,2022-01-21,Kenya,P001,Laptop,Electronics,50.79,2.0,71.11,40.65,Credit Card,18-25,Female,Mombasa,Robert Brown
TKE00172,2017-07-30,Kenya,P001,Laptop,Electronics,683.22,2.0,956.51,24.78,Mobile Money,46-55,Female,Johannesburg,
TKE00173,2024-04-24,Kenya,P002,Phone,Electronics,1831.38,9.0,11537.69,3.71,Bank Transfer,36-45,Female,Mombasa,Emily Davis
TKE00174,2023-04-04,Kenya,P004,Shoes,Fashion,1132.58,4.0,3171.22,19.62,Mobile Money,46-55,Male,Johannesburg,Emily Davis
TKE00175,2017-01-23,Kenya,P004,Shoes,Fashion,1685.04,2.0,2359.06,34.01,Bank Transfer,46-55,Male,Durban,Jane Smith
TKE00176,2022-05-28,Kenya,P003,TV,Electronics,1390.23,8.0,7785.29,13.17,Mobile Money,18-25,Male,Cape Town,Jane Smith
TKE00177,2023-11-22,Kenya,P001,Laptop,Electronics,140.25,6.0,589.05,49.91,Bank Transfer,36-45,Female,Johannesburg,Jane Smith
TKE00178,2019-07-26,Kenya,P005,Watch,Fashion,1676.62,4.0,4694.54,10.44,Credit Card,56+,Male,Johannesburg,Robert Brown
TKE00179,2023-05-15,Kenya,P001,Laptop,Electronics,1694.22,6.0,7115.72,16.04,Mobile Money,46-55,Male,Durban,Emily Davis
TKE00180,2022-04-28,Kenya,P002,Phone,Electronics,871.02,2.0,1219.43,5.4,Cash,56+,Male,Mombasa,Emily Davis
TKE00181,2018-03-21,Kenya,P003,TV,Electronics,1513.86,4.0,4238.81,14.03,Credit Card,46-55,Male,Johannesburg,John Doe
TKE00182,2020-03-15,Kenya,P006,Bag,Fashion,1388.91,,3888.95,44.43,Credit Card,18-25,Male,Durban,Emily Davis
TKE00183,2024-01-16,Kenya,P006,Bag,Fashion,341.55,3.0,717.25,2.03,Credit Card,18-25,Male,Johannesburg,Jane Smith
TKE00184,2017-10-26,Kenya,,Laptop,Electronics,812.69,7.0,3982.18,46.72,Mobile Money,46-55,Male,Cape Town,Robert Brown
TKE00185,2024-01-07,Kenya,P005,Watch,Fashion,751.93,5.0,2631.75,13.74,Credit Card,26-35,Male,Cape Town,Robert Brown
TKE00186,2019-05-01,Kenya,P005,Watch,Fashion,829.95,9.0,5228.68,48.25,Mobile Money,46-55,Female,Nairobi,Robert Brown
TKE00187,2015-03-22,Kenya,P001,Laptop,Electronics,1382.14,3.0,2902.49,2.69,Cash,26-35,Male,Johannesburg,John Doe
TKE00188,2016-04-08,Kenya,P005,Watch,Fashion,1513.12,7.0,7414.29,10.94,Credit Card,26-35,Female,Durban,Robert Brown
TKE00189,2016-08-19,Kenya,P005,Watch,Fashion,234.84,3.0,493.16,9.8,Mobile Money,18-25,Male,Nairobi,John Doe
TKE00190,2024-05-20,Kenya,P003,TV,Electronics,1501.33,7.0,7356.52,39.79,Bank Transfer,26-35,Female,Durban,Robert Brown
TKE00191,2018-07-07,Kenya,P005,Watch,Fashion,1248.17,4.0,3494.88,22.25,Credit Card,56+,Male,Mombasa,John Doe
