Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
TNI00031,2023-08-14,Nigeria,P006,Bag,Fashion,575.06,9.0,3622.88,47.03,Cash,36-45,Male,Mombasa,John Doe
TNI00032,2018-08-22,Nigeria,P005,Watch,Fashion,1271.79,6.0,5341.52,19.98,Mobile Money,46-55,Female,Durban,Emily Davis
TNI00033,2017-03-27,Nigeria,P003,TV,Electronics,578.46,4.0,1619.69,14.54,Credit Card,46-55,,Cape Town,Emily Davis
TNI00034,2020-07-13,Nigeria,P001,Laptop,Electronics,1105.07,2.0,1547.1,25.72,Bank Transfer,56+,Male,Nairobi,Jane Smith
TNI00035,2015-03-03,Nigeria,P004,,Fashion,727.71,6.0,3056.38,35.82,Mobile Money,56+,Female,Mombasa,Jane Smith
TNI00036,2023-01-28,Nigeria,P002,Phone,Electronics,234.49,6.0,984.86,9.38,Credit Card,26-35,Male,Mombasa,Robert Brown
TNI00037,2019-11-07,Nigeria,P001,Laptop,Electronics,590.0,5.0,2065.0,1.17,Mobile Money,36-45,Male,Cape Town,Emily Davis
TNI00038,2021-02-08,Nigeria,P003,TV,Electronics,506.05,6.0,2125.41,9.97,Mobile Money,18-25,Male,Nairobi,Emily Davis
TNI00039,2018-02-19,Nigeria,P004,Shoes,Fashion,298.17,9.0,1878.47,41.56,Cash,46-55,Male,Nairobi,Emily Davis
TNI00040,2016-06-10,Nigeria,P002,Phone,Electronics,1258.5,9.0,7928.55,,,56+,Male,Cape Town,
TNI00041,2017-03-11,Nigeria,P004,Shoes,Fashion,729.71,4.0,2043.19,39.23,Cash,46-55,Male,Johannesburg,Emily Davis
TNI00042,2024-04-01,Nigeria,P004,Shoes,Fashion,1084.35,2.0,1518.09,23.98,Mobile Money,46-55,Female,Nairobi,Robert Brown
TNI00043,2016-08-21,,P001,Laptop,Electronics,1140.85,3.0,2395.78,18.68,Cash,26-35,Female,Johannesburg,Emily Davis
TNI00044,2017-07-01,Nigeria,P002,Phone,Electronics,268.58,3.0,564.02,1.37,Bank Transfer,56+,Female,Durban,John Doe
TNI00045,2016-06-24,Nigeria,P006,Bag,Fashion,1965.4,10.0,13757.8,19.56,Bank Transfer,26-35,Female,Cape Town,John Doe
TNI00046,2020-10-05,Nigeria,P001,Laptop,Electronics,26.21,10.0,183.47,5.04,Mobile Money,46-55,Female,Cape Town,John Doe
TNI00047,2019-12-12,Nigeria,P001,Laptop,Electronics,213.75,7.0,1047.38,16.26,Cash,56+,Female,Nairobi,Emily Davis
TNI00048,2019-08-10,Nigeria,P003,TV,Electronics,778.0,1.0,544.6,32.0,Mobile Money,36-45,Female,Mombasa,John Doe
TNI00049,2019-11-10,Nigeria,P002,Phone,Electronics,1493.35,6.0,6272.07,31.71,Mobile Money,26-35,Female,Durban,Emily Davis
TNI00050,2021-06-16,Nigeria,P005,Watch,Fashion,1976.04,8.0,11065.82,34.22,Credit Card,46-55,Male,Mombasa,John Doe
TNI00051,2024-05-30,Nigeria,P006,Bag,Fashion,1969.75,9.0,12409.42,9.82,Credit Card,18-25,Female,Mombasa,John Doe
TNI00052,2016-02-19,Nigeria,P006,Bag,Fashion,25.22,10.0,176.54,36.78,Bank Transfer,18-25,Female,Durban,John Doe
TNI00053,2015-11-01,Nigeria,P004,Shoes,Fashion,330.45,4.0,,26.81,Bank Transfer,56+,Male,Mombasa,John Doe
TNI00054,2024-03-30,Nigeria,P002,Phone,Electronics,1934.15,6.0,8123.43,8.23,Bank Transfer,26-35,Male,Johannesburg,Jane Smith
TNI00055,2019-12-01,Nigeria,P001,Laptop,Electronics,766.53,1.0,536.57,49.51,Cash,18-25,Male,Johannesburg,Emily Davis
TNI00056,2015-11-22,Nigeria,P006,Bag,Fashion,344.99,2.0,482.99,6.1,Credit Card,36-45,Female,Durban,Robert Brown
TNI00057,2019-08-26,Nigeria,P005,Watch,Fashion,1788.53,6.0,7511.83,48.11,Cash,18-25,Female,Mombasa,Robert Brown
TNI00058,2016-11-29,Nigeria,P002,Phone,Electronics,,6.0,7846.9,39.53,Cash,18-25,Female,Mombasa,Emily Davis
TNI00059,2022-09-07,Nigeria,P003,TV,Electronics,1411.92,5.0,4941.72,44.15,Bank Transfer,56+,Male,Mombasa,Robert Brown
TNI00060,2016-02-14,Nigeria,,Shoes,Fashion,423.31,2.0,592.63,16.85,Mobile Money,18-25,Male,Nairobi,Robert Brown
TNI00061,2021-01-18,Nigeria,P005,Watch,Fashion,1336.46,3.0,2806.57,20.17,Credit Card,56+,Female,Johannesburg,John Doe
TNI00062,2024-09-28,Nigeria,P004,Shoes,Fashion,1840.88,7.0,9020.31,40.73,Mobile Money,46-55,Female,Mombasa,John Doe
TNI00063,2015-08-02,Nigeria,P006,Bag,Fashion,1751.35,4.0,4903.78,42.32,Mobile Money,26-35,Male,Mombasa,John Doe
TNI00064,2024-04-17,Nigeria,P005,Watch,Fashion,902.4,5.0,3158.4,2.42,Mobile Money,26-35,Male,Cape Town,Emily Davis
TNI00065,2022-08-25,Nigeria,P003,,Electronics,1585.43,1.0,1109.8,6.41,Credit Card,56+,Male,Johannesburg,Emily Davis
TNI00066,2022-05-07,Nigeria,P005,Watch,Fashion,737.19,10.0,5160.33,43.48,Bank Transfer,26-35,Male,Nairobi,Jane Smith
TNI00067,2020-09-23,Nigeria,P003,TV,Electronics,921.18,1.0,644.83,10.84,Mobile Money,56+,Female,Durban,Jane Smith
TNI00068,2022-03-29,Nigeria,P006,Bag,Fashion,264.33,5.0,925.15,43.29,Cash,56+,Female,Cape Town,Jane Smith
TNI00069,2019-02-09,Nigeria,P005,Watch,Fashion,938.5,6.0,3941.7,3.32,Credit Card,26-35,Male,Mombasa,Robert Brown
TNI00070,2023-08-07,Nigeria,P003,TV,Electronics,1566.13,9.0,9866.62,34.68,Bank Transfer,36-45,Male,Nairobi,Emily Davis
TNI00071,2020-12-11,Nigeria,P005,Watch,Fashion,1151.52,4.0,3224.26,13.95,Credit Card,26-35,Male,Nairobi,John Doe
TNI00072,2024-07-23,Nigeria,P001,Laptop,Electronics,1580.08,,8848.45,3.18,Mobile Money,26-35,Male,Cape Town,John Doe
TNI00073,2023-05-09,Nigeria,,Shoes,Fashion,180.04,8.0,1008.22,44.86,Credit Card,36-45,Male,Durban,Jane Smith
TNI00074,2019-12-15,Nigeria,,Phone,Electronics,743.76,4.0,2082.53,6.05,Bank Transfer,36-45,Male,Cape Town,Robert Brown
TNI00075,2023-10-14,Nigeria,P005,Watch,Fashion,1938.72,1.0,1357.1,47.51,Credit Card,46-55,,Cape Town,Robert Brown
TNI00076,2020-10-07,Nigeria,P002,Phone,Electronics,219.14,3.0,460.19,40.59,Mobile Money,36-45,Male,Nairobi,Emily Davis
TNI00077,2015-04-21,Nigeria,P005,Watch,Fashion,665.09,2.0,931.13,7.28,Credit Card,26-35,Male,Cape Town,Emily Davis
TNI00078,2016-01-18,Nigeria,P001,Laptop,Electronics,1547.82,6.0,6500.84,0.85,Bank Transfer,56+,Female,Johannesburg,John Doe
TNI00079,2016-09-26,Nigeria,P006,Bag,Fashion,1303.35,5.0,4561.72,5.91,Mobile Money,18-25,Female,Durban,John Doe
TNI00080,2015-03-22,Nigeria,P005,Watch,Fashion,1059.82,8.0,5934.99,15.39,Bank Transfer,36-45,Male,Durban,Jane Smith
TNI00081,2022-01-13,Nigeria,P001,Laptop,Electronics,11.87,7.0,58.16,12.41,Mobile Money,26-35,Female,Johannesburg,Robert Brown
TNI00082,2016-01-29,Nigeria,P002,Phone,Electronics,458.49,4.0,1283.77,20.16,Cash,46-55,Female,Durban,Emily Davis
TNI00083,2022-03-19,Nigeria,P003,TV,Electronics,402.42,5.0,1408.47,0.35,Mobile Money,56+,Male,Cape Town,Jane Smith
TNI00084,2015-03-28,Nigeria,P005,Watch,Fashion,593.83,10.0,4156.81,1.33,Bank Transfer,46-55,Male,Cape Town,Robert Brown
TNI00085,2016-08-18,Nigeria,P001,Laptop,Electronics,1645.86,10.0,11521.02,46.07,Credit Card,18-25,Male,Durban,Jane Smith
TNI00086,2021-06-01,Nigeria,P001,Laptop,Electronics,916.51,9.0,5774.01,27.79,Mobile Money,46-55,Male,Durban,Emily Davis
TNI00087,2019-09-05,Nigeria,P003,TV,Electronics,200.77,1.0,140.54,10.86,Credit Card,26-35,Male,Mombasa,Emily Davis
TNI00088,2019-04-28,Nigeria,P004,Shoes,Fashion,1011.81,7.0,4957.87,7.01,Cash,46-55,Female,Johannesburg,Emily Davis
TNI00089,2024-08-26,Nigeria,P005,Watch,Fashion,842.74,4.0,2359.67,47.23,Cash,56+,Female,Durban,Emily Davis
TNI00090,2018-12-23,Nigeria,P005,Watch,Fashion,371.86,10.0,2603.02,28.49,Bank Transfer,46-55,Male,Nairobi,Emily Davis
TNI00091,2018-10-04,Nigeria,P002,Phone,Electronics,1718.65,6.0,7218.33,32.86,Cash,46-55,Female,Durban,Robert Brown
TNI00092,2022-07-28,Nigeria,P005,Watch,Fashion,1421.75,5.0,4976.12,3.92,Cash,18-25,Male,Mombasa,Jane Smith
TNI00093,2016-12-18,Nigeria,P005,Watch,Fashion,1239.49,6.0,5205.86,6.96,Bank Transfer,26-35,Female,Durban,Jane Smith
TNI00094,2018-11-30,Nigeria,P006,Bag,Fashion,537.83,7.0,2635.37,46.98,Cash,26-35,Male,,Jane Smith
TNI00095,2016-03-15,Nigeria,P006,Bag,Fashion,1808.57,6.0,7595.99,15.91,Bank Transfer,18-25,Male,Cape Town,Robert Brown
TNI00096,2015-05-24,Nigeria,P002,Phone,Electronics,1762.33,2.0,2467.26,30.7,Credit Card,46-55,Female,Johannesburg,Robert Brown
TNI00097,2022-10-26,Nigeria,P006,Bag,Fashion,1287.21,6.0,5406.28,17.69,Cash,56+,Female,Mombasa,Robert Brown
TNI00098,2024-10-02,Nigeria,P002,Phone,Electronics,395.31,8.0,2213.74,25.75,Mobile Money,46-55,Female,Nairobi,Emily Davis
TNI00099,2017-03-08,Nigeria,P006,Bag,Fashion,1980.42,7.0,9704.06,22.56,Bank Transfer,56+,Male,Mombasa,John Doe
TNI00100,2024-05-28,Nigeria,P003,TV,Electronics,400.95,6.0,1683.99,47.1,Cash,26-35,Female,Nairobi,Robert Brown
TNI00101,2015-11-10,Nigeria,P006,Bag,Fashion,167.53,10.0,1172.71,22.42,Credit Card,36-45,Male,Nairobi,John Doe
TNI00102,2015-10-11,Nigeria,P005,Watch,Fashion,559.06,5.0,1956.71,40.79,Credit Card,26-35,Male,Nairobi,John Doe
TNI00103,2024-03-25,Nigeria,P001,Laptop,Electronics,81.67,6.0,343.01,24.56,Credit Card,36-45,Male,Nairobi,Jane Smith
TNI00104,2024-05-28,Nigeria,P002,Phone,Electronics,306.77,8.0,1717.91,1.62,Credit Card,36-45,Male,Mombasa,Emily Davis
TNI00105,2021-11-24,Nigeria,P005,Watch,Fashion,369.31,7.0,1809.62,21.57,Bank Transfer,26-35,Male,Cape Town,John Doe
TNI00106,2019-11-15,Nigeria,P001,Laptop,Electronics,1080.73,9.0,6808.6,14.81,Credit Card,46-55,Female,Mombasa,Jane Smith
TNI00107,2023-11-04,Nigeria,P004,Shoes,Fashion,215.82,8.0,1208.59,31.04,Mobile Money,56+,Female,Cape Town,Robert Brown
TNI00108,2016-04-13,Nigeria,P002,Phone,Electronics,1414.1,8.0,7918.96,9.68,Bank Transfer,36-45,Male,Cape Town,Robert Brown
TNI00109,2015-09-07,Nigeria,P001,Laptop,Electronics,1588.96,,3336.82,18.63,Cash,26-35,Male,Nairobi,John Doe
TNI00110,2018-11-10,Nigeria,P001,Laptop,Electronics,926.13,7.0,4538.04,41.43,Bank Transfer,26-35,Male,Cape Town,John Doe
TNI00111,2015-05-24,Nigeria,P001,Laptop,Electronics,656.71,2.0,919.39,11.51,Mobile Money,56+,Male,Cape Town,John Doe
TNI00112,2021-09-28,Nigeria,P006,Bag,Fashion,1172.46,2.0,1641.44,45.25,Bank Transfer,36-45,Male,Mombasa,Robert Brown
TNI00113,2017-02-13,Nigeria,P002,Phone,Electronics,1702.14,4.0,4765.99,13.69,Mobile Money,18-25,Male,Durban,Emily Davis
TNI00114,2021-07-06,Nigeria,P004,Shoes,Fashion,1178.05,3.0,2473.9,14.97,Mobile Money,26-35,Female,Mombasa,Jane Smith
TNI00115,2016-08-28,Nigeria,P003,TV,Electronics,777.68,3.0,1633.13,29.36,Credit Card,46-55,Female,Johannesburg,Jane Smith
TNI00116,2023-06-29,Nigeria,P006,Bag,Fashion,1296.23,2.0,1814.72,28.1,Bank Transfer,18-25,Female,Mombasa,Robert Brown
TNI00117,2015-04-23,Nigeria,P004,Shoes,Fashion,1581.86,2.0,2214.6,38.1,Bank Transfer,26-35,Male,Mombasa,John Doe
TNI00118,2021-03-24,Nigeria,P005,Watch,Fashion,153.79,9.0,968.88,11.48,Cash,36-45,Male,Cape Town,Emily Davis
TNI00119,2018-02-21,Nigeria,P001,Laptop,Electronics,1659.53,3.0,3485.01,40.89,Credit Card,46-55,Male,Mombasa,Emily Davis
TNI00120,2018-02-18,Nigeria,P003,TV,Electronics,748.78,1.0,524.15,42.09,Mobile Money,56+,Female,Mombasa,Robert Brown
TNI00121,2015-04-16,Nigeria,P003,TV,Electronics,1615.14,1.0,1130.6,42.68,Mobile Money,26-35,Male,Nairobi,John Doe
TNI00122,2023-02-17,Nigeria,P006,Bag,Fashion,666.65,7.0,3266.59,45.37,,56+,Female,Johannesburg,John Doe
TNI00123,2017-06-22,Nigeria,P002,Phone,,1298.48,2.0,1817.87,34.95,Cash,18-25,Female,,Robert Brown
TNI00124,2015-03-22,Nigeria,P002,Phone,Electronics,1732.45,10.0,12127.15,31.19,Mobile Money,18-25,Male,Nairobi,Jane Smith
TNI00125,2022-07-29,,P006,Bag,Fashion,1817.02,3.0,3815.74,37.2,Mobile Money,36-45,Male,Mombasa,Emily Davis
TNI00126,2019-01-31,Nigeria,P001,Laptop,Electronics,1376.54,1.0,963.58,28.3,Credit Card,46-55,Female,Nairobi,Robert Brown
TNI00127,2018-09-20,Nigeria,P005,Watch,Fashion,998.43,2.0,1397.8,41.35,Mobile Money,36-45,Female,Mombasa,Jane Smith
TNI00128,2024-02-18,Nigeria,P002,Phone,Electronics,105.49,6.0,443.06,16.2,Credit Card,36-45,Female,Durban,Robert Brown
TNI00129,2017-11-09,Nigeria,P001,Laptop,Electronics,1216.58,2.0,1703.21,42.64,Mobile Money,56+,Male,Durban,Jane Smith
TNI00130,2018-10-17,Nigeria,P006,Bag,Fashion,1077.68,3.0,2263.13,43.73,Bank Transfer,18-25,Female,Nairobi,John Doe
TNI00131,2016-08-11,Nigeria,P006,Bag,Fashion,279.12,2.0,390.77,25.32,Mobile Money,18-25,Female,,John Doe
TNI00132,2021-06-24,Nigeria,P001,Laptop,Electronics,750.54,6.0,3152.27,19.94,Credit Card,56+,Female,Nairobi,Emily Davis
TNI00133,2015-12-25,Nigeria,P005,Watch,Fashion,980.97,3.0,2060.04,38.64,Credit Card,26-35,Female,Mombasa,Emily Davis
TNI00134,2024-10-04,Nigeria,P005,Watch,Fashion,1937.83,9.0,12208.33,44.78,Credit Card,26-35,Male,Cape Town,Emily Davis
TNI00135,,Nigeria,P001,Laptop,Electronics,1195.54,4.0,3347.51,37.48,Cash,26-35,Female,Cape Town,Jane Smith
TNI00136,2019-12-09,Nigeria,P003,TV,Electronics,1272.48,5.0,4453.68,47.81,Mobile Money,36-45,Female,Mombasa,John Doe
TNI00137,2019-12-29,Nigeria,P005,Watch,Fashion,1731.83,8.0,9698.25,37.17,Bank Transfer,36-45,Male,Johannesburg,Emily Davis
TNI00138,2017-06-14,Nigeria,P004,Shoes,Fashion,897.43,2.0,1256.4,29.19,Mobile Money,26-35,Female,Mombasa,Jane Smith
TNI00139,2023-06-02,Nigeria,P002,Phone,Electronics,1775.83,3.0,3729.24,3.49,Mobile Money,56+,Female,Cape Town,Emily Davis
TNI00140,2016-04-03,Nigeria,P005,Watch,Fashion,520.92,6.0,2187.86,18.71,Mobile Money,46-55,Female,Mombasa,Robert Brown
TNI00141,2018-10-23,Nigeria,P003,TV,Electronics,864.36,6.0,3630.31,14.63,Bank Transfer,36-45,Female,Cape Town,Robert Brown
TNI00142,2016-03-11,Nigeria,P004,Shoes,Fashion,1875.79,10.0,13130.53,5.05,Credit Card,26-35,Male,Mombasa,John Doe
TNI00143,2024-01-23,Nigeria,P003,TV,Electronics,1122.08,10.0,7854.56,16.72,Cash,46-55,Male,Mombasa,John Doe
TNI00144,2019-06-02,Nigeria,P002,Phone,Electronics,1450.16,2.0,2030.22,22.48,Mobile Money,36-45,Male,Durban,Emily Davis
TNI00145,2021-04-25,Nigeria,,Shoes,Fashion,1748.35,4.0,4895.38,37.74,Cash,18-25,Male,Nairobi,John Doe
TNI00146,2024-04-17,Nigeria,P006,Bag,Fashion,845.88,9.0,5329.04,31.03,Cash,56+,Female,Durban,Jane Smith
TNI00147,2024-10-14,Nigeria,P006,Bag,Fashion,75.06,10.0,525.42,34.57,Mobile Money,36-45,Male,Cape Town,Jane Smith
TNI00148,2022-06-13,Nigeria,P002,Phone,Electronics,435.19,1.0,304.63,9.77,Bank Transfer,26-35,Male,Mombasa,Robert Brown
TNI00149,2021-08-28,Nigeria,P006,Bag,Fashion,347.44,9.0,2188.87,14.56,Credit Card,46-55,Female,Durban,Emily Davis
TNI00150,2022-10-27,Nigeria,P003,TV,Electronics,918.89,10.0,6432.23,4.71,Cash,56+,Male,Durban,John Doe
TNI00151,2021-03-11,Nigeria,P005,Watch,Fashion,1987.83,3.0,4174.44,44.53,Cash,36-45,Male,Mombasa,Jane Smith
TNI00152,2021-06-13,Nigeria,P004,Shoes,Fashion,1697.28,5.0,5940.48,37.74,Bank Transfer,46-55,Female,Nairobi,John Doe
TNI00153,2015-06-14,Nigeria,P005,Watch,Fashion,1158.62,8.0,6488.27,3.63,Mobile Money,56+,Female,Durban,Emily Davis
TNI00154,2018-11-11,Nigeria,P004,Shoes,Fashion,1059.45,2.0,1483.23,20.82,Cash,36-45,Female,Nairobi,Robert Brown
TNI00155,2019-04-03,Nigeria,P005,Watch,Fashion,517.18,4.0,1448.1,25.04,Bank Transfer,46-55,Male,Mombasa,John Doe
TNI00156,2019-11-29,Nigeria,P001,Laptop,Electronics,347.31,9.0,2188.05,,Credit Card,56+,Male,Cape Town,Robert Brown
TNI00157,2019-09-26,Nigeria,P002,Phone,Electronics,1577.7,4.0,4417.56,27.45,Credit Card,46-55,Male,Cape Town,John Doe
TNI00158,2021-12-31,Nigeria,P003,TV,Electronics,1921.82,2.0,2690.55,0.92,Bank Transfer,46-55,Female,Cape Town,Robert Brown
TNI00159,2016-12-22,Nigeria,P001,Laptop,Electronics,1150.94,3.0,2416.97,26.92,Mobile Money,36-45,Male,Mombasa,Robert Brown
TNI00160,2024-05-08,Nigeria,P002,Phone,Electronics,1789.33,6.0,7515.19,2.39,Mobile Money,,Female,Mombasa,Robert Brown
TNI00161,2024-04-28,Nigeria,P002,Phone,Electronics,1793.95,9.0,11301.89,29.08,Mobile Money,56+,Female,Durban,Emily Davis
TNI00162,2017-01-09,Nigeria,P004,Shoes,Fashion,1107.02,6.0,4649.48,12.61,Credit Card,26-35,Female,Durban,Robert Brown
TNI00163,2020-12-17,Nigeria,P005,Watch,Fashion,1649.68,2.0,2309.55,41.16,Cash,36-45,Male,Nairobi,John Doe
TNI00164,2017-04-11,Nigeria,P003,TV,Electronics,1149.59,9.0,7242.42,27.57,Bank Transfer,46-55,Male,Johannesburg,John Doe
TNI00165,2023-11-01,Nigeria,P003,TV,Electronics,1925.82,3.0,4044.22,47.16,Credit Card,18-25,Female,Mombasa,John Doe
TNI00166,2023-01-28,Nigeria,P005,Watch,Fashion,1897.86,2.0,2657.0,41.0,Bank Transfer,18-25,Male,Johannesburg,Robert Brown
TNI00167,2016-04-18,Nigeria,P005,Watch,Fashion,893.46,7.0,4377.95,49.71,Bank Transfer,26-35,Male,Mombasa,Robert Brown
TNI00168,2019-03-25,Nigeria,,Shoes,Fashion,201.27,8.0,1127.11,36.35,Mobile Money,36-45,Female,Johannesburg,Jane Smith
TNI00169,2022-06-07,Nigeria,P004,Shoes,Fashion,725.74,5.0,2540.09,46.38,Cash,46-55,Female,Cape Town,Emily Davis
TNI00170,2019-07-10,Nigeria,P003,TV,Electronics,799.99,7.0,3919.95,47.06,Credit Card,56+,Male,Johannesburg,Emily Davis
TNI00171,2024-01-12,Nigeria,P005,Watch,Fashion,154.24,7.0,755.78,3.43,Cash,46-55,Female,Johannesburg,Emily Davis
TNI00172,2016-12-20,Nigeria,P003,TV,Electronics,683.61,1.0,478.53,44.2,Bank Transfer,18-25,Female,Durban,Robert Brown
TNI00173,2024-09-25,Nigeria,P004,Shoes,Fashion,1856.47,2.0,2599.06,0.57,Mobile Money,56+,Female,Durban,John Doe
TNI00174,2020-09-27,Nigeria,P006,Bag,Fashion,1896.38,5.0,6637.33,22.54,Bank Transfer,56+,Male,Johannesburg,Robert Brown
TNI00175,2022-06-17,Nigeria,P002,Phone,Electronics,1658.39,3.0,3482.62,21.37,Bank Transfer,46-55,Male,Durban,Robert Brown
TNI00176,2024-10-17,Nigeria,P001,,Electronics,208.78,4.0,584.58,41.74,Mobile Money,36-45,Female,Johannesburg,John Doe
TNI00177,2022-11-30,Nigeria,P006,Bag,Fashion,1776.39,7.0,8704.31,14.71,Cash,56+,Male,Cape Town,Robert Brown
TNI00178,2024-01-21,Nigeria,P004,Shoes,Fashion,,1.0,343.1,23.01,Credit Card,46-55,Male,Cape Town,Emily Davis
TNI00179,2024-02-04,Nigeria,P003,TV,Electronics,1699.01,8.0,9514.46,31.04,Mobile Money,36-45,Male,Johannesburg,Jane Smith
TNI00180,2017-10-11,Nigeria,P005,Watch,Fashion,537.86,10.0,3765.02,0.86,Credit Card,36-45,Male,Cape Town,Emily Davis
TNI00181,2017-10-07,Nigeria,P006,Bag,Fashion,377.71,5.0,1321.98,31.51,Bank Transfer,18-25,Female,Johannesburg,Emily Davis
TNI00182,2019-01-30,Nigeria,P004,Shoes,Fashion,1893.86,7.0,9279.91,7.11,Cash,26-35,Male,Johannesburg,John Doe
TNI00183,2022-10-25,Nigeria,P005,Watch,Fashion,596.33,3.0,1252.29,18.38,Credit Card,46-55,Female,Cape Town,Jane Smith
TNI00184,2020-08-17,Nigeria,P002,Phone,Electronics,665.83,9.0,4194.73,42.58,Cash,18-25,Male,Johannesburg,John Doe
TNI00185,2024-02-18,Nigeria,P004,Shoes,Fashion,44.26,2.0,61.96,43.31,Credit Card,56+,Male,Nairobi,Robert Brown
TNI00186,2017-07-23,Nigeria,P006,Bag,Fashion,631.61,3.0,1326.38,11.76,Mobile Money,56+,Female,Cape Town,John Doe
TNI00187,2016-04-25,Nigeria,P005,Watch,Fashion,1439.55,8.0,8061.48,24.75,Cash,36-45,Male,Nairobi,Robert Brown
TNI00188,2022-07-08,Nigeria,P001,Laptop,Electronics,1007.88,8.0,5644.13,41.42,Cash,18-25,Female,Johannesburg,Emily Davis
